url,Title
https://www.facebook.com/APCXFiles/,Like this Page get informations that are legible and the reliability is sure that information that this page posts came from a source that is the truth without misleading the public.
https://www.facebook.com/APCXFiles/,Hi kay crush grabeh sana makausap kita ulit
https://www.facebook.com/APCXFiles/,I just want to share my story with you. Weve been together for over 2 years pero nawala din lahat. I did everything for you. Minahal kita ng sobra pa sa kaya ko. I bought you everything that I thought would make you happy. I worked hard to provide all the materials things you want. My mother also loved you and gave you things. Gave you everything then you left me with nothing. I thought tatagal tayo yung hindi lang girlfriend yung hanggang wifey na. Diba? Pero matagal mo na p
https://www.facebook.com/APCXFiles/,"Di ako makapaniwalang dalawang taon na ang nakakaraan nuong una kitang nakilala, ""Cute at Sweet"" una kong impression sayo dahil sa masiyahin mong aura at sa mga snacks na binibigay mo saakin. Ang weird pero, na in-love ako sa smile ko. Oo ang corny pero wag ka muna mag scroll down, wait lang. Di ako yung taong magaling makipag kaibigan (cliché) pero pinilit ko parin magpakilala sayo. Konting kwentuhan at tawanan hanggang sa naging gabi gabi na ang pag text natin. Nagulat na l"
https://www.facebook.com/APCXFiles/,"Gusto ko lang po talagang itanong kung bakit may mga poging gay? Hindi naman po ako against sakanila okay naman sila kasama eh pero sayang. May student sa apc na gay tapos ang pogi niya ang lakas ng dating niya sakin, matangkad pa tapos medyo fboy datingan niya pero di ko alam name niya eh =(( Sana makikala po kita Gagawin kitang lalaki haha joke lang. Ingat ka po palagi"
https://www.facebook.com/APCXFiles/,She was everything.
https://www.facebook.com/APCXFiles/,"Shut up. Move on. I'm a cat person so stop killing them please? Don't mistake a Sampaguita for a Dama de Noche again you freak. You're not a martyr for loving and being with me, you just lack common sense. You're still a spoiled brat and girlfriends are not babysitters. Your lies about abuse are NOT a joking matter, plus those talks made me buy anti- pervert tools.; Nah, I'm still attracted to both genders of any sexuality. I have been dating casually a lot after you and I was"
https://www.facebook.com/APCXFiles/,"What ever happened to that crazy ass drummer that I used to see in the cafeteria? Is he still around? He was noisy as hell during lunch breaks... but he was crazy good.. Apc band was dope back in the day, dafuq happened??"
https://www.facebook.com/APCXFiles/,Depressed ata ako.
https://www.facebook.com/APCXFiles/,"Gusto ko lang mag labas ng opinion about sa change of schedule ng Senior High. (OPINION LANG PO, AYOKO NG AWAY.) so ganto kasi yan, inannounce ung schedule adjustments last Tuesday, So kami naman nag labas ng mga complaints kasi biruin mo 8:30am ang start ng classes, beh ang traffic na nun. (baka naman may mag react diyan na ""SWERTE KAYO KASI 8:30 BLAH BLAH BLAH"" Traffic nga kase mga beh, O'sige dadating kami ng maaga. Anong gagawin naman namin sa school?; So, ayun sabi ng Adv"
https://www.facebook.com/APCXFiles/,"There is nothing wrong with having crushes. Pero mahirap. Masakit. Fine, let us just say that crushes are mere 'paghanga'.; ""admiration"", ""role model ng buhay mo"", ""napopogian/ nagagandahan ka sa kanya"", or whatsoever."
https://www.facebook.com/APCXFiles/,hi kay super cute black beauty na beybilyn gonzales ng abma sana po maging friends tayo
https://www.facebook.com/APCXFiles/,Dear Senior High
https://www.facebook.com/APCXFiles/,"Sometimes, when matters get out of reach, I do not like the notion where people don't approach me to clear up a problem. It gets bottled up in such a way that it turns friends to strangers. Alam mo ba yung pakiramdam nung na nagkamali ka lang ng pagkasabi, awkward na kayo sa bawat isa?"
https://www.facebook.com/APCXFiles/,"Hi. Nung naglalakad ako last Thursday going to Lapu Lapu, nakita ko yung large black lab na stray dog na laging nasa paligid ng APC campus. Sa harap ko, may lalaking matangkad na naglalakad magisa. Nag v-vape. Tapos g*go, binato niya ng water bottle yung aso. Natamaan yung aso sa stomach and syempre tumakbo palayo nagulat. Sinigawan ko na hoy kuya wag naman ganyan. Di ako pinansin.. Napaka kupal talaga. Wag kang mang damay ng inosenteng hayop na walang kalaban laban. Wala ako"
https://www.facebook.com/APCXFiles/,"Minsan ang hirap rin kung may nakikita kang mali sa isang tao tapos gusto mong pagsabihan pero pag ginawa mo naman yun, magkaka issue lang kayo tsaka marami rin kasing kakampi sa kanya."
https://www.facebook.com/APCXFiles/,Pogi-core pa din po ba karamihan ng mga tao sa APC band? Or natanggal na po sila? Mas ok po kasi panahon nila Von saka nila Gio saka Pau. Legit na nagbabanda. Karamihan na ng members ng APC Band ngayon papogi nalang eh. Disgrace sa nagbabanda.
https://www.facebook.com/APCXFiles/,"7 years in college, tired, sleepless, competition, professors, block mates. All the negativity was gone nung grumaduate na ako."
https://www.facebook.com/APCXFiles/,"Title: ""Walang nakakaalam kung kailan"""
https://www.facebook.com/APCXFiles/,Uhmm....
https://www.facebook.com/APCXFiles/,Mag ingat sa Tirador ng Freshman and Senior High School matatanda na kayo naninirador padin kayo.
https://www.facebook.com/APCXFiles/,"Sa mga SHS ng APC. Just to remind you na College and APC hindi playground. I'm sorry for the word but SOME of the SHS students are immature considering their ages. Yes, SHS kayo dahil sa K-12 pero kung hindi dahil sa K-12 college na din dapat kayo sa you're showing us na kung college sana kayo ganyan yung i-aasta niyo sa APC? Oh, come one! I know that you're better than that. I don't understand pero nung freshmen kami sa APC hindi kami ganyan ka gulo. No hate just stating the facts. I know you guys can change because you are already RAMs."
https://www.facebook.com/APCXFiles/,"Mga lalaki, mga nag ccr sa boys, pwede bang pakiflush naman yung toilet, ang sakit sa ilong eh. O kung nandidiri ka kahit tapakan mo nalang yung flushan sa likod ng toilet kawawa naman yung mga naglilinis ng banyo natin. Biruin mo, ilang floors tayong may banyo actually lahat ata tas lilinisin nila lahat yun. Saka wag pakalat-kalat yung ano niyo taena ishshoot na nga lang gumigilid pa. Minsan nasa basura pa kulang nalang yung pintuan para buong cubicle eh. Please naman isang pindot lang yan."
https://www.facebook.com/APCXFiles/,"sa totoo lang guys, ayokong nakakakita ng taong mag isa lagi and you can see in their faces na malungkot sila. idk, from that small gesture parang nakikita mo kung anong pinagdadaanan nya. i might not understand what y'all going through pero ang sakit lang kasi makakita na out of all the students in APC, wala kang kasama. i also experienced that when i had a problem with my blockmates. sanay kasi ako na laging may kasama, then all of a sudden ikaw nalang mag isa kumain. yung"
https://www.facebook.com/APCXFiles/,"Title: ""Friend Request""; Nakita ko siya sa Jollibee. Nakatalikod siya. May kasama siyang babae."
https://www.facebook.com/APCXFiles/,It was the 25th of June
https://www.facebook.com/APCXFiles/,"Bakit?; Bakit ang dali lang para sayo?; Pero ako?; naiwan dito sa dulo,; umaasang bumalik yung dating tayo."
https://www.facebook.com/APCXFiles/,Ang Sir Toto na look a like sa APC ITRO hahaha
https://www.facebook.com/APCXFiles/,A confession to my crush; to Riana Tiolengco
https://www.facebook.com/APCXFiles/,"Most of us seek advises from our teachers, friends or even our families, about our idea on how you will turn something into an art. Of course not all of us can think of a creative thing in just a snap that's why we need advises in order for us to improve that thought. But whenever i share my ideas to other people especially ""friends"", they would just tell me ""whoa, good luck sayo."" in a sarcastic way. Siguro nga kasi yung mga ideas ko mahirap gawin pero bakit parang wala ka n"
https://www.facebook.com/APCXFiles/,"Alam ko para sa iba hindi to mahalaga, kasi para lang tong kadramahan ng isang babae (btw, I'm a ""Guy""). Alam nyo kasi 6 years na yata akong inlove sa babaeng to kahit acquaintance lang ang tingin nya sakin, ok na ako dun kasi nasabi ko na naman yung gusto kong sabihin sa kanya. ang problema kasi di ako maka let go, minsan nga ginagamit ko na yung ibang girls para lang mawala yung nararamdaman ko sa kanya, kaso lagi ko nalang nahuhuli sarili ko na iniisip sya, nakatulala pa n"
https://www.facebook.com/PinakamalupetNaPepe13/?fref=ts,Hokage be like...
https://www.facebook.com/PinakamalupetNaPepe13/?fref=ts,Yun pala un!
https://www.facebook.com/PinakamalupetNaPepe13/?fref=ts,Martyr.
https://www.facebook.com/PinakamalupetNaPepe13/?fref=ts,"Iba talaga ang ganda niya, dinudumog siya ng mga customers sa kanyang pinagtatrabahuhan ."
https://www.facebook.com/PinakamalupetNaPepe13/?fref=ts,Totoo to.
https://www.facebook.com/PinakamalupetNaPepe13/?fref=ts,Lagot na kayo.
https://www.facebook.com/PinakamalupetNaPepe13/?fref=ts,"Para sa mga kababaihan, hindi po pala dapat binabaliwala lang ang mga ganitong signs."
https://www.facebook.com/PinakamalupetNaPepe13/?fref=ts,TOTOO LAHAT YAN!
https://www.facebook.com/PinakamalupetNaPepe13/?fref=ts,Hi Bess.
https://www.facebook.com/PinakamalupetNaPepe13/?fref=ts,Nagawan na nga ng paraan ni President Duterte ang Laglag-bala modus pero ngayon ay may bago nanaman silang ginagawa
https://www.facebook.com/PinakamalupetNaPepe13/?fref=ts,Kawawa.
https://www.facebook.com/PinakamalupetNaPepe13/?fref=ts,IYAK NA.
https://www.facebook.com/PinakamalupetNaPepe13/?fref=ts,Una pa lang satin na 'to! Pwede ng umalis ang mga mapang abuso!
https://www.facebook.com/PinakamalupetNaPepe13/?fref=ts,"Dahil sa mahirap lang ang kanyang Ex-BF ay ipinahiya niya ito sa Social Media, Grabe"
https://www.facebook.com/PinakamalupetNaPepe13/?fref=ts,Matakaw si GIRLFRIEND eh.
https://www.facebook.com/PinakamalupetNaPepe13/?fref=ts,LOUGHT TRIP!
https://www.facebook.com/PinakamalupetNaPepe13/?fref=ts,Matakaw eh.
https://www.facebook.com/PinakamalupetNaPepe13/?fref=ts,Yung totoo girls. Magpakatotoo kayo!
https://www.facebook.com/PinakamalupetNaPepe13/?fref=ts,Now you know!
https://www.facebook.com/PinakamalupetNaPepe13/?fref=ts,ANG SAKLAP!
https://www.facebook.com/PinakamalupetNaPepe13/?fref=ts,Totoo yan!
https://www.facebook.com/PinakamalupetNaPepe13/?fref=ts,Marami ang bumatikos sa pahayag ng isang Professor na'to dahil sinisisi niya ang 16 milyon na Pilipinong Bumoto para kay Duterte !
https://www.facebook.com/FEUSecrets/?fref=ts,Liberated girls at school
https://www.facebook.com/FEUSecrets/?fref=ts,May putok si girlfriend
https://www.facebook.com/FEUSecrets/?fref=ts,Sunog ako.
https://www.facebook.com/FEUSecrets/?fref=ts,Tirador ng HighSchool students
https://www.facebook.com/FEUSecrets/?fref=ts,"Being Happy In Love Makes You Gain Weight, According To Science"
https://www.facebook.com/FEUSecrets/?fref=ts,Recorded
https://www.facebook.com/FEUSecrets/?fref=ts,"""Bakit wala ka pang boyfriend?"""
https://www.facebook.com/FEUSecrets/?fref=ts,insecure
https://www.facebook.com/FEUSecrets/?fref=ts,PNR TRAIN
https://www.facebook.com/FEUSecrets/?fref=ts,My pathetic ex-boyfriend.
https://www.facebook.com/FEUSecrets/?fref=ts,MEDTECH
https://www.facebook.com/FEUSecrets/?fref=ts,*hungry*
https://www.facebook.com/FEUSecrets/?fref=ts,"""the one"""
https://www.facebook.com/FEUSecrets/?fref=ts,Hindi niya alam.
https://www.facebook.com/FEUSecrets/?fref=ts,dean's lister si gelpren
https://www.facebook.com/FEUSecrets/?fref=ts,SINGLE loud and proud
https://www.facebook.com/FEUSecrets/?fref=ts,Growing up with sisters
https://www.facebook.com/FEUSecrets/?fref=ts,Pasasalamat sa mga kaklaseng MVP
https://www.facebook.com/FEUSecrets/?fref=ts,Fifteen
https://www.facebook.com/FEUSecrets/?fref=ts,To the luckiest man in the world
https://www.facebook.com/FEUSecrets/?fref=ts,"""gastos"""
https://www.facebook.com/FEUSecrets/?fref=ts,prof. problem
https://www.facebook.com/FEUSecrets/?fref=ts,"""Paalala kay bes"""
https://www.facebook.com/FEUSecrets/?fref=ts,Masaya ako para sa'yo.
https://www.facebook.com/FEUSecrets/?fref=ts,*sick and tired*
https://www.facebook.com/FEUSecrets/?fref=ts,Nostalgia
https://www.facebook.com/FEUSecrets/?fref=ts,"""Crush niya rin kaya ako?"""
https://www.facebook.com/FEUSecrets/?fref=ts,PHIL. LAW PUNISHMENT
https://www.facebook.com/SenyoraOfficial/?fref=nf,Si Senyora ay _________.
https://www.facebook.com/SenyoraOfficial/?fref=nf,"Nairita lang ako nung nabasa ko yung mga sinabi n'ya. Hoy Christina, ano? Hindi ka pa makamove-on kahit tapos na ang eleksyon? Kung ano ano pa mga pinagsasasabi mo sa 16 Million na bumoto kay Rodrigo! Damay damay na, basahin n'yo para mainis din kayo."
https://www.facebook.com/SenyoraOfficial/?fref=nf,Ang masasabi ko lang sa laganap na patayan ng alleged drug pushers sa bansa na umabot 100 sa loob lamang ng isang buwan ay marapat lamang na mag conduct ng imbestigasyon para makita kung pinatay nga ba silang walang kalabanlaban o lumaban talaga kaya pinatay.
https://www.facebook.com/SenyoraOfficial/?fref=nf,Kung hindi lang magsusugat 'tong palad ko nasampal na kita.
https://www.facebook.com/SenyoraOfficial/?fref=nf,"Sleep na. Don't overthink, lalong lalaki noo mo."
https://www.facebook.com/SenyoraOfficial/?fref=nf,Puro totoy naririnig ko sa PBB. Leche ambot
https://www.facebook.com/SenyoraOfficial/?fref=nf,Binabagay ko kasi sama ng ugali ko sa sama ng mukha mo. Mukha mo dapat mag adjust hindi ugali ko.
https://www.facebook.com/SenyoraOfficial/?fref=nf,"Maganda na, talented pa. Kabahan ka"
https://www.facebook.com/SenyoraOfficial/?fref=nf,Iba ang diet sa walang makain.
https://www.facebook.com/SenyoraOfficial/?fref=nf,Di lumilipas ang araw na wala akong nababasang dede! Punyetang dede! Lahat na lang puro dede! Mga insekyora! Kayo ang mga walang dede leche
https://www.facebook.com/SenyoraOfficial/?fref=nf,Tulog na may pasok pa bukas. Kaya ka laging sabaw eh
https://www.facebook.com/SenyoraOfficial/?fref=nf,"Tanga na nga sa pag-ibig, pati ba naman sa acads. Balance it! Sa isa ka lang dapat tanga."
https://www.facebook.com/SenyoraOfficial/?fref=nf,Hindi ako friendly. Distansya
https://www.facebook.com/SenyoraOfficial/?fref=nf,Pano ba hindi maging fresh? Teach me.
https://www.facebook.com/SenyoraOfficial/?fref=nf,Pinapakita mo kasi na may pake ka pa rin kaya hindi tumitigil na guluhin ang buhay mo. Tanga!
https://www.facebook.com/SenyoraOfficial/?fref=nf,"Kabalo man ko na gwapa ko ayaw na sige ug i-istorya. Makalagot naman usahay, dili gane nako ginabalik-balik sa inyuha na maot mo. Respeto pud ba."
https://www.facebook.com/SenyoraOfficial/?fref=nf,"May mga friends talaga tayo dito sa facebook na puro kahipokritohan at katangahan ang status, tipong ang sarap ratratin hanggang lumubog sa lupa! Pero syempre mabait tayo kaya dedma na lang."
https://www.facebook.com/SenyoraOfficial/?fref=nf,Nakakatuwa na araw araw maraming sumusuko at handa na mag bagong buhay. Pero grabe! Ang lala ng apat na libo sa isang lugar lang. Jusko Tagum pa yan ha! Pano na lang sa NCR na mas talamak ang droga.
https://www.facebook.com/SenyoraOfficial/?fref=nf,"Hindi ako hater, sadyang panget ka lang talaga"
https://www.facebook.com/SenyoraOfficial/?fref=nf,Bad angle
https://www.facebook.com/SenyoraOfficial/?fref=nf,Hilig mag selfie kasama pet n'ya. Nalilito tuloy ako. San ka jan?
https://www.facebook.com/SenyoraOfficial/?fref=nf,Yung pake ko
https://www.facebook.com/SenyoraOfficial/?fref=nf,Hindi ka na tinatablan ng lamig ano? Pasalamat ka sa kanya sinanay ka sa pagiging cold. Naks immune
https://www.facebook.com/SenyoraOfficial/?fref=nf,Mga walanghiya!!! Idedemanda ko kayo Philstar! Sabotage!!! Bayarang media! Bina-black propaganda n'yo dede ko!!
https://www.facebook.com/SenyoraOfficial/?fref=nf,Naaalala mo pa ba ang
https://www.facebook.com/SenyoraOfficial/?fref=nf,Alam mo ba kung bakit wala kang lovelife? Puro paghahanap kasing cellphone sa carpet inaatupag mo.
https://www.facebook.com/SenyoraOfficial/?fref=nf,"Oh wala na daw pasok sa school mo... dating school mo, kasi nga diba matanda ka na't nagtatrabaho. Lampake sa'yo diablong boss mo. Happy swimming."
https://www.facebook.com/SenyoraOfficial/?fref=nf,May espesyal na lugar sa impyerno ang mga taong hindi marunong magbalik ng ballpen.
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,"Sa 1M Facebook Likers ng Page na ito, at sa 41M Tweets noong tamang panahon ,"
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,Aldub looking dazzling waving to their fans.
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,When they're hugging each other like this.
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,Maine and Alden with GMA people.
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,DongYan on IYAM's Primear night.
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,"Instagram Posts from @glitz.ph; •I've never seen a premiere night as big as this! Uploading videos now on YouTube Channel MJ de Leon.; •Crazy crowd there my loves! But we survived! #IYAMTheGrandPremiere; •She was nothing but pretty and he was dapper, as usual. Huge crowd here at SM Megamall. And I mean, HUGE! #IYAMTheGrandPremiere"
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,The star of the night's arrival at SM Megamall for the premiere of their movie
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,The phenomenal stars on the premiere night of their very first movie
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,Tweet from Ate Niki; Pans na pans nyo po ako!!
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,Instagram Post from @pepalerts; @aldenrichards02 and @mainedcm thank their fans for their overwhelming support for their movie; . #IYAMTheGrandPremiere
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,Instagram Post from Ninang Dub; My shot of our two beautiful bibis sa side ng stage before the movie started. Movie's starting now! #IYAMTheGrandPremiere ang lakas at nakakabinging hiyawan!
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,Instagram Post from @rosegarciafab; Finally!; for the
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,"Instagram Posts from @artistcenter; •; and; stroking Juliet's statue in Juliet's courtyard-an important landmark in; . Found in Italy, Juliet's statue will give luck in love to those who stroke its right breast; #IYAMTheGrandPremiere #ALDUBIYAMBukasNa; •Great set-up for the #IYAMTheGrandPremiere with pivotal landm"
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,"Instagram Posts from @yes_magazine; •They're here! @aldenrichards02 @mainedcm , the stars of; and the cover stars of; •Both @aldenrichards02 and @mainedcm look excited to see their movie #ImagineYouAndMe"
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,That slit tho
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,ALDUB NATION UPDATE:
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,"Late Post: Alden and Maine, on their way to the premiere night"
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,"Andrew × Gara, Lola Nidora × Lola Tinidora, Faulkerson Fam, Primetime King and Queen, Cacai × Jerald × Ms. Irma × Jasmine and Jeff"
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,"Instagram Post from @insideshowbiz; Question: ""Mahigpit ba kayo sa manliligaw ni Maine? ""NO COMMENT""; Brothers of @mainedcm show their support to their beloved Menggay.; #MaineMendoza"
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,Faulkerson family is now at SM Megamall for the premiere night
https://www.facebook.com/aldenandyayadub/?fref=ts&ref=br_tf&qsefr=1,Instagram Post from @johnpaulduy; Alden and Maine
